學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1184,東方設計學院,N 修,B 四技,24,38,23,30,8,7,13,10,0,0,0,0,0,0,0,2,12 高雄市,2 技職
1185,經國管理暨健康學院,D 日,M 碩士,4,6,1,8,2,3,0,0,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,B 四技,189,350,133,310,160,244,146,238,0,0,0,0,0,0,51,30,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,C 二技,0,0,0,0,6,54,2,61,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,5 五專,106,221,100,246,65,243,61,240,65,245,0,0,0,0,7,29,17 基隆市,2 技職
1185,經國管理暨健康學院,N 職,M 碩士,7,13,5,14,0,6,1,1,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,B 四技,22,13,35,65,23,36,24,30,0,0,0,0,0,0,11,11,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,C 二技,0,0,0,0,3,97,6,69,0,0,0,0,0,0,0,4,17 基隆市,2 技職
1187,崇右技術學院,D 日,M 碩士,19,21,18,20,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1187,崇右技術學院,D 日,B 四技,259,295,281,301,242,273,220,252,0,0,0,0,0,0,87,80,17 基隆市,2 技職
1187,崇右技術學院,D 日,5 五專,41,43,43,45,41,43,50,64,37,118,0,0,0,0,7,12,17 基隆市,2 技職
1188,大同技術學院,D 日,B 四技,152,198,187,187,163,209,192,215,0,0,0,0,0,0,25,17,20 嘉義市,2 技職
1188,大同技術學院,D 日,5 五專,18,17,25,20,21,14,33,30,21,23,0,0,0,0,3,0,20 嘉義市,2 技職
1188,大同技術學院,N 修,B 四技,42,53,24,38,28,52,32,61,0,0,0,0,0,0,7,6,20 嘉義市,2 技職
1188,大同技術學院,N 修,C 二技,0,0,0,0,45,102,23,116,0,0,0,0,0,0,2,1,20 嘉義市,2 技職
1188,大同技術學院,N 修,2 二專,8,10,6,7,0,0,0,0,0,0,0,0,0,0,0,1,20 嘉義市,2 技職
1189,亞太創意技術學院,D 日,M 碩士,12,26,16,9,5,6,1,1,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1189,亞太創意技術學院,D 日,B 四技,70,43,88,48,65,44,103,78,0,0,0,0,0,0,35,15,05 苗栗縣,2 技職
1189,亞太創意技術學院,D 日,C 二技,0,0,0,0,0,0,11,179,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1189,亞太創意技術學院,N 修,C 二技,0,0,0,0,23,238,10,137,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1189,亞太創意技術學院,N 修,2 二專,0,26,3,117,0,0,0,0,0,0,0,0,0,0,0,1,05 苗栗縣,2 技職
1192,臺灣觀光學院,D 日,M 碩士,3,5,2,4,2,3,0,2,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,B 四技,71,85,86,84,83,100,91,106,0,0,0,0,0,0,56,36,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,C 二技,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,1,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,5 五專,27,27,25,37,19,40,23,28,0,0,0,0,0,0,0,2,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,B 四技,9,15,16,15,12,26,8,19,0,0,0,0,0,0,3,3,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,C 二技,0,0,0,0,12,11,14,21,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,2 二專,8,18,9,13,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1195,馬偕醫學院,D 日,M 碩士,4,12,4,12,2,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1195,馬偕醫學院,D 日,B 學士,46,80,44,80,39,74,41,75,19,22,31,16,31,9,1,0,01 新北市,1 一般
1195,馬偕醫學院,N 修,C 二技,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,01 新北市,2 技職
1196,法鼓文理學院,D 日,D 博士,0,1,3,3,1,2,0,0,0,2,0,0,0,0,0,0,01 新北市,1 一般
1196,法鼓文理學院,D 日,M 碩士,25,53,19,44,4,11,5,12,0,0,0,0,0,0,0,0,01 新北市,1 一般
1196,法鼓文理學院,D 日,B 學士,7,7,4,11,5,13,0,6,0,0,0,0,0,0,0,0,01 新北市,1 一般
1197,台北海洋技術學院,D 日,M 碩士,16,14,11,2,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1197,台北海洋技術學院,D 日,B 四技,431,387,476,456,467,454,443,444,0,0,0,0,0,0,114,53,01 新北市,2 技職
1197,台北海洋技術學院,D 日,C 二技,0,0,0,0,74,22,77,27,0,0,0,0,0,0,2,2,01 新北市,2 技職
1197,台北海洋技術學院,D 日,X 4+X,30,3,0,0,0,0,0,0,0,0,0,0,0,0,35,3,01 新北市,2 技職
1197,台北海洋技術學院,D 日,2 二專,60,6,68,2,0,0,0,0,0,0,0,0,0,0,9,0,01 新北市,2 技職
1197,台北海洋技術學院,D 日,5 五專,161,97,172,111,163,106,156,118,163,97,0,0,0,0,34,6,01 新北市,2 技職
1197,台北海洋技術學院,N 修,B 四技,11,44,15,15,18,11,24,15,0,0,0,0,0,0,9,4,01 新北市,2 技職
1197,台北海洋技術學院,N 修,C 二技,0,0,0,0,10,27,7,33,0,0,0,0,0,0,2,1,01 新北市,2 技職
1197,台北海洋技術學院,N 修,2 二專,47,3,45,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1282,馬偕醫護管理專科學校,D 日,2 二專,0,0,5,17,0,0,0,0,0,0,0,0,0,0,1,6,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,D 日,5 五專,103,750,90,736,79,701,89,683,62,651,0,0,0,0,16,61,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,N 修,2 二專,77,64,74,61,0,0,0,0,0,0,0,0,0,0,2,2,30 臺北市,2 技職
1283,仁德醫護管理專科學校,D 日,5 五專,285,1028,293,957,244,923,218,894,242,825,0,0,0,0,101,186,05 苗栗縣,2 技職
1283,仁德醫護管理專科學校,N 修,2 二專,107,120,49,118,0,0,0,0,0,0,0,0,0,0,28,12,05 苗栗縣,2 技職
1284,樹人醫護管理專科學校,D 日,5 五專,346,1116,330,1070,264,893,287,943,278,876,0,0,0,0,72,138,12 高雄市,2 技職
1284,樹人醫護管理專科學校,N 修,2 二專,153,79,154,48,28,10,13,7,0,0,0,0,0,0,3,2,12 高雄市,2 技職
1285,慈惠醫護管理專科學校,D 日,2 二專,33,38,16,44,0,0,0,0,0,0,0,0,0,0,2,6,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,D 日,5 五專,251,876,289,860,272,784,255,801,228,844,0,0,0,0,64,200,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,N 修,2 二專,66,94,62,77,8,6,2,5,0,0,0,0,0,0,9,11,13 屏東縣,2 技職
1286,耕莘健康管理專科學校,D 日,5 五專,103,962,117,940,113,886,93,875,92,886,0,0,0,0,18,91,01 新北市,2 技職
1286,耕莘健康管理專科學校,N 修,2 二專,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,2 技職
1287,敏惠醫護管理專科學校,D 日,5 五專,104,713,103,668,86,650,86,662,81,679,0,0,0,0,15,50,11 臺南市,2 技職
1288,高美醫護管理專科學校,D 日,5 五專,28,97,38,117,26,59,19,62,11,93,0,0,0,0,4,9,12 高雄市,2 技職
1288,高美醫護管理專科學校,N 修,2 二專,60,39,60,49,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1289,育英醫護管理專科學校,D 日,5 五專,38,370,40,363,35,335,31,339,24,350,0,0,0,0,2,35,50 高雄市,2 技職
1290,崇仁醫護管理專科學校,D 日,5 五專,89,639,97,619,83,590,75,606,64,552,0,0,0,0,18,46,20 嘉義市,2 技職
1291,聖母醫護管理專科學校,D 日,5 五專,225,556,192,556,141,507,145,533,124,531,0,0,0,0,8,7,02 宜蘭縣,2 技職
1292,新生醫護管理專科學校,D 日,5 五專,172,1152,153,1101,131,938,131,981,97,972,0,0,0,0,20,80,03 桃園市,2 技職
1292,新生醫護管理專科學校,N 修,2 二專,13,26,23,31,0,0,0,0,0,0,0,0,0,0,0,1,03 桃園市,2 技職
3002,臺北市立大學,D 日,D 博士,22,16,13,27,17,23,10,17,8,19,11,17,25,30,0,0,30 臺北市,1 一般
3002,臺北市立大學,D 日,M 碩士,128,239,123,234,65,182,55,115,18,43,12,22,0,0,0,0,30 臺北市,1 一般
3002,臺北市立大學,D 日,B 學士,600,709,556,700,527,676,480,650,0,0,0,0,0,0,184,111,30 臺北市,1 一般
3002,臺北市立大學,N 職,M 碩士,109,236,101,232,37,81,32,48,17,20,15,19,0,0,0,0,30 臺北市,1 一般
