"long","lat","鄉鎮市區"
121.564549456,25.0104835740001,"大安區"
121.564755099,25.0103633070001,"大安區"
121.565025993,25.0101659810001,"大安區"
121.565274028,25.009997684,"大安區"
121.565341014,25.0098800380001,"大安區"
121.565407612,25.009678539,"大安區"
121.56558953,25.009191505,"大安區"
121.565692392,25.008866878,"大安區"
121.565825895,25.008530959,"大安區"
121.565916582,25.0082287510001,"大安區"
121.565942685,25.008126507,"大安區"
121.565874528,25.0081106950001,"大安區"
121.565807499,25.008095144,"大安區"
121.565486374,25.00797463,"大安區"
121.565276794,25.0079119060001,"大安區"
121.565174657,25.0078731940001,"大安區"
121.564889929,25.007805868,"大安區"
121.564669777,25.007777391,"大安區"
121.564503357,25.0077633610001,"大安區"
121.564267265,25.007769141,"大安區"
121.564085015,25.007813808,"大安區"
121.563934918,25.0078485850001,"大安區"
121.563629334,25.0079132740001,"大安區"
121.563420187,25.007943389,"大安區"
121.563270044,25.0079683880001,"大安區"
121.563077106,25.0080228730001,"大安區"
121.562959297,25.008077072,"大安區"
121.562879117,25.0081457910001,"大安區"
121.562745703,25.008307555,"大安區"
121.562569516,25.00850368,"大安區"
121.562526966,25.008586908,"大安區"
121.56243637,25.008724079,"大安區"
121.562305855,25.0089085470001,"大安區"
121.562220399,25.0089968240001,"大安區"
121.56209747,25.009104795,"大安區"
121.56182996,25.009281726,"大安區"
121.561541234,25.009512482,"大安區"
121.56149864,25.0095859430001,"大安區"
121.561247656,25.0098556470001,"大安區"
121.561071687,25.0101006470001,"大安區"
121.561002193,25.0101595470001,"大安區"
121.560825461,25.0102383960001,"大安區"
121.560648505,25.010268388,"大安區"
121.560503635,25.010273817,"大安區"
121.560390964,25.010279127,"大安區"
121.560315922,25.0102989550001,"大安區"
121.560203566,25.010372686,"大安區"
121.560057905,25.0105177190001,"大安區"
121.559977902,25.0106255350001,"大安區"
121.559860601,25.010792123,"大安區"
121.559663207,25.01104696,"大安區"
121.55956715,25.0111645980001,"大安區"
121.559476323,25.0112529,"大安區"
121.559278457,25.0114051360001,"大安區"
121.559080504,25.0115378080001,"大安區"
121.559000206,25.0115820950001,"大安區"
121.558909289,25.0116508510001,"大安區"
121.558647161,25.011832633,"大安區"
121.558529499,25.0119210350001,"大安區"
121.558390711,25.012082815,"大安區"
121.558224059,25.012263777,"大安區"
121.558223068,25.012262793,"大安區"
121.558134324,25.0121745740001,"大安區"
121.558028701,25.0121201510001,"大安區"
121.55787422,25.0120373750001,"大安區"
121.557821505,25.01203072,"大安區"
121.557452707,25.0120321040001,"大安區"
121.557091405,25.0120266060001,"大安區"
121.557083998,25.0120264550001,"大安區"
121.556519331,25.0120150340001,"大安區"
121.556413368,25.011885217,"大安區"
121.556202034,25.011755796,"大安區"
121.556005973,25.0116742830001,"大安區"
121.555840203,25.0116337810001,"大安區"
121.555674466,25.0116001380001,"大安區"
121.555653695,25.0115995640001,"大安區"
121.555456167,25.0115941020001,"大安區"
121.555298051,25.011580978,"大安區"
121.555252736,25.011546884,"大安區"
121.555214699,25.0114579300001,"大安區"
121.555116109,25.0112938240001,"大安區"
121.555040347,25.011184443,"大安區"
121.554888823,25.010965705,"大安區"
121.554820494,25.0108357480001,"大安區"
121.554767187,25.0106988740001,"大安區"
121.55469099,25.0104935530001,"大安區"
121.554592308,25.0103088800001,"大安區"
121.554474727,25.010142741,"大安區"
121.554406741,25.010088167,"大安區"
121.554248191,25.009979113,"大安區"
121.55408199,25.009842657,"大安區"
121.553968691,25.00975399,"大安區"
121.553870446,25.0096652480001,"大安區"
121.553726701,25.0095013110001,"大安區"
121.553643385,25.0093851130001,"大安區"
121.553514722,25.0092279600001,"大安區"
121.553454295,25.009180212,"大安區"
121.553273137,25.009064369,"大安區"
121.553069495,25.0089691850001,"大安區"
121.552820758,25.008887873,"大安區"
121.55258729,25.008854478,"大安區"
121.552573353,25.0088575560001,"大安區"
121.552429394,25.008889335,"大安區"
121.552331863,25.0089582290001,"大安區"
121.552099354,25.009137282,"大安區"
121.55193458,25.009316088,"大安區"
121.551747537,25.009563513,"大安區"
121.551529739,25.0096671150001,"大安區"
121.551244327,25.009798393,"大安區"
121.551041272,25.009833416,"大安區"
121.550747839,25.009855068,"大安區"
121.55050709,25.0098765180001,"大安區"
121.550198513,25.009877669,"大安區"
121.549965105,25.009857975,"大安區"
121.549618835,25.0098455490001,"大安區"
121.549483301,25.0098323370001,"大安區"
121.549272564,25.009833126,"大安區"
121.548910965,25.0097590770001,"大安區"
121.548432885,25.009558348,"大安區"
121.548123694,25.009422423,"大安區"
121.548003028,25.0093680400001,"大安區"
121.547889797,25.009293073,"大安區"
121.547678451,25.0091567870001,"大安區"
121.547572805,25.009095496,"大安區"
121.547346314,25.0089387080001,"大安區"
121.547119854,25.008788763,"大安區"
121.54696884,25.008679671,"大安區"
121.54665185,25.0084820930001,"大安區"
121.546486031,25.0084278750001,"大安區"
121.546109294,25.0083333170001,"大安區"
121.545590236,25.0081841090001,"大安區"
121.545266274,25.0081099130001,"大安區"
121.545197729,25.0080909860001,"大安區"
121.544972388,25.008028761,"大安區"
121.544927017,25.0079809520001,"大安區"
121.544813759,25.007899121,"大安區"
121.544715675,25.0078446530001,"大安區"
121.544610309,25.007845048,"大安區"
121.544527581,25.007859055,"大安區"
121.544452473,25.0078936,"大安區"
121.544159592,25.0080385990001,"大安區"
121.544009616,25.008162498,"大安區"
121.543957299,25.008244936,"大安區"
121.543740164,25.008499311,"大安區"
121.543627635,25.0085819590001,"大安區"
121.543326253,25.0085076770001,"大安區"
121.542904302,25.0083995790001,"大安區"
121.542602921,25.008325303,"大安區"
121.542158334,25.008203574,"大安區"
121.541751617,25.008136532,"大安區"
121.541533298,25.0081236240001,"大安區"
121.54131501,25.008117574,"大安區"
121.540991508,25.008146169,"大安區"
121.540550652,25.0082252070001,"大安區"
121.540084483,25.008329722,"大安區"
121.539067431,25.0086277560001,"大安區"
121.539084562,25.008608102,"大安區"
121.539123046,25.008549181,"大安區"
121.539127213,25.0085178210001,"大安區"
121.539101315,25.0085022330001,"大安區"
121.539058356,25.008521988,"大安區"
121.538881885,25.008526556,"大安區"
121.538739936,25.008550578,"大安區"
121.538623661,25.0085392550001,"大安區"
121.538494557,25.008547557,"大安區"
121.538348168,25.0085402610001,"大安區"
121.53817588,25.0085173750001,"大安區"
121.538050909,25.0084864730001,"大安區"
121.537955967,25.008431961,"大安區"
121.537921615,25.008451676,"大安區"
121.537844597,25.008557764,"大安區"
121.537746809,25.008836337,"大安區"
121.537640342,25.0090992790001,"大安區"
121.537581226,25.0093620390001,"大安區"
121.537550317,25.0095951390001,"大安區"
121.53732957,25.0103263020001,"大安區"
121.537226299,25.0108064020001,"大安區"
121.537181921,25.0109847500001,"大安區"
121.53707763,25.011231857,"大安區"
121.537056961,25.011269036,"大安區"
121.53690587,25.011540875,"大安區"
121.536600012,25.012165634,"大安區"
121.536286175,25.0126876250001,"大安區"
121.536099238,25.01296928,"大安區"
121.535856532,25.0132564730001,"大安區"
121.535511925,25.0136277940001,"大安區"
121.535024728,25.0140955880001,"大安區"
121.534612436,25.0144808640001,"大安區"
121.53429019,25.014804127,"大安區"
121.53392293,25.015161832,"大安區"
121.533510778,25.0155813570001,"大安區"
121.533382739,25.0156883170001,"大安區"
121.533224675,25.0158203570001,"大安區"
121.533122537,25.015916276,"大安區"
121.532694464,25.0163443250001,"大安區"
121.532683888,25.016354596,"大安區"
121.532253553,25.0167724200001,"大安區"
121.531850936,25.017153636,"大安區"
121.531633673,25.0173647510001,"大安區"
121.531339635,25.017628727,"大安區"
121.530863387,25.0180790890001,"大安區"
121.530556713,25.0183898400001,"大安區"
121.530224394,25.018706529,"大安區"
121.529853674,25.0190467390001,"大安區"
121.529463901,25.019433737,"大安區"
121.529228773,25.0196656880001,"大安區"
121.529208304,25.019685881,"大安區"
121.528837676,25.0200494430001,"大安區"
121.528499031,25.0203895260001,"大安區"
121.528121858,25.0207239060001,"大安區"
121.527862257,25.020946629,"大安區"
121.527733413,25.0210612740001,"大安區"
121.527651296,25.0211343410001,"大安區"
121.527609793,25.021171768,"大安區"
121.527280533,25.0214686950001,"大安區"
121.52681379,25.02186764,"大安區"
121.526622001,25.0220377700001,"大安區"
121.52630237,25.022325191,"大安區"
121.525925134,25.022647873,"大安區"
121.525643829,25.0228942510001,"大安區"
121.525272903,25.0232158540001,"大安區"
121.525176982,25.0232739090001,"大安區"
121.525088654,25.023398672,"大安區"
121.524809947,25.0237605650001,"大安區"
121.523342395,25.025831257,"大安區"
121.523197653,25.0260354820001,"大安區"
121.522490726,25.0270314830001,"大安區"
121.522453931,25.0270777570001,"大安區"
121.522307145,25.0272623650001,"大安區"
121.521736262,25.0280421860001,"大安區"
121.521688836,25.0281419220001,"大安區"
121.521682289,25.028210388,"大安區"
121.521716812,25.028291159,"大安區"
121.521892139,25.0291723000001,"大安區"
121.521973395,25.02955854,"大安區"
121.522038646,25.029868702,"大安區"
121.522381136,25.0315521700001,"大安區"
121.522520735,25.0322299420001,"大安區"
121.52254767,25.032319934,"大安區"
121.522597012,25.0324847900001,"大安區"
121.522789922,25.0328387980001,"大安區"
121.523411959,25.0338927340001,"大安區"
121.524259113,25.035376919,"大安區"
121.524300314,25.0354203430001,"大安區"
121.524381959,25.035437727,"大安區"
121.524444002,25.0354509380001,"大安區"
121.524553351,25.0354443310001,"大安區"
121.524669348,25.035394141,"大安區"
121.524935367,25.035256308,"大安區"
121.526050993,25.0347088000001,"大安區"
121.526494395,25.0344894360001,"大安區"
121.527190213,25.0341509530001,"大安區"
121.527258628,25.034142918,"大安區"
121.527354194,25.0341316920001,"大安區"
121.527716386,25.034078514,"大安區"
121.527962214,25.03404242,"大安區"
121.529667129,25.0338052990001,"大安區"
121.530011777,25.033764449,"大安區"
121.530370871,25.0337218870001,"大安區"
121.532455507,25.0336459730001,"大安區"
121.532674253,25.0336451910001,"大安區"
121.532677075,25.0336565350001,"大安區"
121.532688168,25.033701142,"大安區"
121.532706522,25.0347946740001,"大安區"
121.532766284,25.037542601,"大安區"
121.532779287,25.038181314,"大安區"
121.532800958,25.039245823,"大安區"
121.532837261,25.0413034380001,"大安區"
121.532861183,25.0423310070001,"大安區"
121.532862465,25.042386084,"大安區"
121.532903997,25.044120987,"大安區"
121.532923499,25.045464989,"大安區"
121.53322712,25.0453830540001,"大安區"
121.533644363,25.045269218,"大安區"
121.5340216,25.0451949430001,"大安區"
121.534684501,25.045036338,"大安區"
121.534736785,25.0450259420001,"大安區"
121.535164614,25.044940872,"大安區"
121.53558757,25.0448560190001,"大安區"
121.535873415,25.0448133310001,"大安區"
121.536388076,25.0447698,"大安區"
121.536531354,25.0447630690001,"大安區"
121.536868508,25.0447472290001,"大安區"
121.537509066,25.044713657,"大安區"
121.538103952,25.0447010950001,"大安區"
121.538984817,25.044677064,"大安區"
121.539739829,25.0446534870001,"大安區"
121.540517815,25.0446506500001,"大安區"
121.540736124,25.0446453330001,"大安區"
121.541021172,25.04463839,"大安區"
121.541616058,25.0446258030001,"大安區"
121.542093737,25.0446853980001,"大安區"
121.542975199,25.044796745,"大安區"
121.54363919,25.0448880380001,"大安區"
121.543841724,25.044906697,"大安區"
121.59725249,25.0143852680001,"文山區"
121.597244773,25.0143525090001,"文山區"
121.597261851,25.01428008,"文山區"
121.597346291,25.01411534,"文山區"
121.597411791,25.0139472900001,"文山區"
121.597480001,25.0138033270001,"文山區"
121.597530669,25.013673263,"文山區"
121.59755584,25.0135077960001,"文山區"
121.597575042,25.0133848470001,"文山區"
121.597557826,25.0132805160001,"文山區"
121.597517734,25.0131533900001,"文山區"
121.597475294,25.0130481040001,"文山區"
121.597403755,25.0129303860001,"文山區"
121.597323635,25.0128437130001,"文山區"
121.59725499,25.012773037,"文山區"
121.597187842,25.0127321930001,"文山區"
121.597042151,25.0126448450001,"文山區"
121.596953399,25.0125823400001,"文山區"
121.596883638,25.012530031,"文山區"
121.596818947,25.0124811420001,"文山區"
121.596715811,25.012353321,"文山區"
121.596612479,25.0122013970001,"文山區"
121.596545723,25.0120503540001,"文山區"
121.596499384,25.0119301590001,"文山區"
121.596453889,25.011757156,"文山區"
121.596434207,25.011659733,"文山區"
121.596411676,25.011521008,"文山區"
121.596395631,25.0114051880001,"文山區"
121.59640864,25.0112960600001,"文山區"
121.596421586,25.011178886,"文山區"
121.596419094,25.0110228020001,"文山區"
121.596418494,25.010947049,"文山區"
121.596406261,25.0108346550001,"文山區"
121.596389998,25.0106912910001,"文山區"
121.596344576,25.0105274700001,"文山區"
121.596296994,25.0104095810001,"文山區"
121.596241759,25.0102802700001,"文山區"
121.596171101,25.0101143380001,"文山區"
121.596155609,25.0100685370001,"文山區"
121.596107883,25.0099322790001,"文山區"
121.596077156,25.0098728060001,"文山區"
121.596044975,25.009789244,"文山區"
121.596010373,25.009718326,"文山區"
121.595984361,25.0096175050001,"文山區"
121.59594303,25.009492686,"文山區"
121.595926141,25.009429674,"文山區"
121.595901529,25.0093460560001,"文山區"
121.595883341,25.0092784730001,"文山區"
121.595871195,25.009177552,"文山區"
121.595855508,25.009106482,"文山區"
121.595856925,25.008966451,"文山區"
121.595860992,25.0088424530001,"文山區"
121.595860248,25.0087483290001,"文山區"
121.595859497,25.0086530680001,"文山區"
121.595841148,25.008564821,"文山區"
121.595836696,25.0084799200001,"文山區"
121.595817376,25.0084283930001,"文山區"
121.595796011,25.0082770330001,"文山區"
121.595768548,25.008152114,"文山區"
121.595760538,25.008095928,"文山區"
121.595732368,25.0080410420001,"文山區"
121.595722727,25.0079378090001,"文山區"
121.595698194,25.0078645090001,"文山區"
121.595692464,25.007777311,"文山區"
121.595672222,25.0076087310001,"文山區"
121.595645496,25.007417235,"文山區"
121.595653576,25.007323049,"文山區"
121.595640309,25.007239358,"文山區"
121.595632119,25.0071602230001,"文山區"
121.595643812,25.0070442020001,"文山區"
121.595660928,25.0069763610001,"文山區"
121.595698088,25.0068923050001,"文山區"
121.595781679,25.0067803740001,"文山區"
121.595849097,25.006696106,"文山區"
121.595894014,25.0066361060001,"文山區"
121.595924834,25.0065474980001,"文山區"
121.595941797,25.006460147,"文山區"
121.595963538,25.0063394730001,"文山區"
121.595965192,25.0062292710001,"文山區"
121.595965427,25.0060995620001,"文山區"
121.595978743,25.0060294500001,"文山區"
121.595955734,25.0058298980001,"文山區"
121.59595113,25.0057254710001,"文山區"
121.595949298,25.0056531720001,"文山區"
121.595921274,25.0054570950001,"文山區"
121.595923267,25.005390504,"文山區"
121.595916276,25.0053155340001,"文山區"
121.59591225,25.0052723620001,"文山區"
121.595854805,25.00486299,"文山區"
121.595867796,25.0047515690001,"文山區"
121.595882191,25.004658486,"文山區"
121.595896956,25.0046124740001,"文山區"
121.595903698,25.004507974,"文山區"
121.595930845,25.0044331660001,"文山區"
121.595985735,25.0043593240001,"文山區"
121.596045852,25.0043083880001,"文山區"
121.59612769,25.00429404,"文山區"
121.596176687,25.004294567,"文山區"
121.596191996,25.0042947320001,"文山區"
121.59622861,25.004301356,"文山區"
121.596269159,25.004327473,"文山區"
121.596326245,25.004371834,"文山區"
121.596416162,25.004422843,"文山區"
121.596576817,25.0044905780001,"文山區"
121.596746087,25.0045318530001,"文山區"
121.596917726,25.00455358,"文山區"
121.597077857,25.0045547440001,"文山區"
121.597183555,25.004528742,"文山區"
121.597301657,25.0044762580001,"文山區"
121.597442428,25.004421306,"文山區"
121.597512802,25.0043921170001,"文山區"
121.597630735,25.0043189660001,"文山區"
121.597722314,25.0042609280001,"文山區"
121.597811281,25.004191425,"文山區"
121.597880257,25.004145022,"文山區"
121.597980249,25.0040352720001,"文山區"
121.598095284,25.003913932,"文山區"
121.598165319,25.003842277,"文山區"
121.59821398,25.003777647,"文山區"
121.598284036,25.003708282,"文山區"
121.598354071,25.0036366250001,"文山區"
121.598436742,25.00356831,"文山區"
121.598536943,25.003484959,"文山區"
121.598657117,25.0033762100001,"文山區"
121.598750999,25.0032906070001,"文山區"
121.598811147,25.0032442580001,"文山區"
121.598895134,25.003182827,"文山區"
121.598966786,25.0031559140001,"文山區"
121.59904327,25.003102577,"文山區"
121.599169963,25.003021328,"文山區"
121.59926157,25.002966745,"文山區"
121.599316695,25.0029227190001,"文山區"
121.599380516,25.0028625800001,"文山區"
121.599445611,25.0028035800001,"文山區"
121.599491844,25.002762009,"文山區"
121.599491926,25.0027619370001,"文山區"
121.599578107,25.0026591660001,"文山區"
121.599707874,25.002488364,"文山區"
121.599771406,25.0023915,"文山區"
121.599833585,25.002283155,"文山區"
121.599905544,25.0021357270001,"文山區"
121.599943823,25.0020344490001,"文山區"
121.599993096,25.00188833,"文山區"
121.600010219,25.001821625,"文山區"
121.600033444,25.0017296340001,"文山區"
121.600079489,25.001653558,"文山區"
121.600105509,25.001595981,"文山區"
121.60017157,25.0015002430001,"文山區"
121.600243824,25.001390685,"文山區"
121.600317531,25.001305216,"文山區"
121.600398686,25.0012047850001,"文山區"
121.600458253,25.001084995,"文山區"
121.600492815,25.0009917680001,"文山區"
121.600494844,25.000929774,"文山區"
121.600520518,25.000828573,"文山區"
121.600548587,25.0007113030001,"文山區"
121.600545676,25.000661967,"文山區"
121.600553471,25.0005322120001,"文山區"
121.600537724,25.0004542720001,"文山區"
121.600517966,25.0003476670001,"文山區"
121.600527607,25.000291357,"文山區"
121.600525591,25.0001961,"文山區"
121.600530328,24.999998647,"文山區"
121.600533508,24.9997633170001,"文山區"
121.600535945,24.9995934170001,"文山區"
121.600548283,24.9994005020001,"文山區"
121.600540706,24.99923986,"文山區"
121.600531807,24.9990711890001,"文山區"
121.600534642,24.9989517990001,"文山區"
121.600539018,24.9988679740001,"文山區"
121.600522073,24.9987980910001,"文山區"
121.600511124,24.998689115,"文山區"
121.600511522,24.998580071,"文山區"
121.600527372,24.9985122430001,"文山區"
121.600516968,24.9984721360001,"文山區"
121.600471908,24.9983542320001,"文山區"
121.600393028,24.9982641080001,"文山區"
121.600349722,24.998221308,"文山區"
121.600295852,24.9981526240001,"文山區"
121.600207467,24.9981126430001,"文山區"
121.600136719,24.998062325,"文山區"
121.600057164,24.998022345,"文山區"
121.599992726,24.997971985,"文山區"
121.599924473,24.997910183,"文山區"
121.599867573,24.9978449330001,"文山區"
121.599825832,24.997792249,"文山區"
121.599775214,24.9977178000001,"文山區"
121.599735994,24.9976628240001,"文山區"
121.599699296,24.9976101400001,"文山區"
121.599695423,24.997568861,"文山區"
121.599697797,24.9975000400001,"文山區"
121.599720371,24.9974391910001,"文山區"
121.599732887,24.997393296,"文山區"
121.599740357,24.9973485580001,"文山區"
121.599745258,24.9972820200001,"文山區"
121.599742636,24.9972361490001,"文山區"
121.599719709,24.9971329700001,"文山區"
121.599695621,24.997076813,"文山區"
121.599674035,24.9970103370001,"文山區"
121.59966253,24.996940388,"文山區"
121.59965226,24.996857832,"文山區"
121.599644609,24.996819997,"文山區"
121.599638168,24.996756927,"文山區"
121.599635535,24.99670761,"文山區"
121.599631479,24.996581457,"文山區"
121.599619947,24.996498897,"文山區"
121.599598303,24.996406042,"文山區"
121.59956035,24.9963533520001,"文山區"
121.599521138,24.9963029630001,"文山區"
121.599440316,24.9962595390001,"文山區"
121.599373401,24.996230998,"文山區"
121.599239591,24.9961830930001,"文山區"
121.599100722,24.9961283090001,"文山區"
121.599057805,24.996114633,"文山區"
121.59898707,24.9960688950001,"文山區"
121.598940331,24.996038017,"文山區"
121.598886002,24.9959968420001,"文山區"
121.59883041,24.99595336,"文山區"
121.598749523,24.995881264,"文山區"
121.598695156,24.9958217330001,"文山區"
121.598619291,24.995735858,"文山區"
121.598578802,24.995678593,"文山區"
121.59854335,24.995616731,"文山區"
121.598518021,24.9955686040001,"文山區"
121.598486355,24.9955078830001,"文山區"
121.598462289,24.995460897,"文山區"
121.598430552,24.9953669170001,"文山區"
121.59838108,24.9952374100001,"文山區"
121.598344289,24.9951388370001,"文山區"
121.598330959,24.995095538,"文山區"
121.598325235,24.9950769440001,"文山區"
121.598301149,24.995020787,"文山區"
121.598285916,24.9949760870001,"文山區"
121.598271912,24.9949164780001,"文山區"
121.598232616,24.994827086,"文山區"
121.598180617,24.994694139,"文山區"
121.598160293,24.9946288040001,"文山區"
121.598137444,24.9945600380001,"文山區"
121.598131,24.9944969670001,"文山區"
121.598142263,24.9944568020001,"文山區"
121.598158552,24.9944051590001,"文山區"
121.598179875,24.994350055,"文山區"
121.598227624,24.9942650900001,"文山區"
121.598289182,24.994149119,"文山區"
121.59832431,24.9940607380001,"文山區"
121.598339341,24.9940125410001,"文山區"
121.598359306,24.993911563,"文山區"
121.598381816,24.993820912,"文山區"
121.598414392,24.9937187730001,"文山區"
121.598441987,24.9936476020001,"文山區"
121.598501112,24.993574084,"文山區"
121.598604383,24.9934993210001,"文山區"
121.598724057,24.993427979,"文山區"
121.598823602,24.9933807580001,"文山區"
121.598918099,24.993332394,"文山區"
121.599028981,24.9932782670001,"文山區"
121.59909069,24.9932334110001,"文山區"
121.599161238,24.993193132,"文山區"
121.599199016,24.993163241,"文山區"
121.599267039,24.9931218080001,"文山區"
121.599289669,24.993087356,"文山區"
121.599357593,24.993001199,"文山區"
121.599377601,24.99291973,"文山區"
121.59939496,24.992782053,"文山區"
121.599391084,24.992739628,"文山區"
121.599377082,24.9926811660001,"文山區"
121.599340262,24.9925688330001,"文山區"
121.599307262,24.9924737010001,"文山區"
121.59925905,24.9923430430001,"文山區"
121.599229833,24.992247906,"文山區"
121.599189289,24.992163115,"文山區"
121.599158824,24.992073706,"文山區"
121.599116883,24.991926978,"文山區"
121.599078848,24.9918364540001,"文山區"
121.599053436,24.991751621,"文山區"
121.599053344,24.9917080340001,"文山區"
